0.000, Bid:,0,Ask:,0,
500.475, Bid:,6,98,1,110,1,250,1,257,1,287,1,300,1,Ask:,5,312,2,313,1,324,1,358,1,395,1,
500.525, Bid:,6,98,1,110,1,250,1,257,1,287,1,300,1,Ask:,5,312,2,313,1,358,1,395,1,440,1,
500.550, Bid:,6,98,1,242,1,250,1,257,1,287,1,300,1,Ask:,5,312,2,313,1,358,1,395,1,440,1,
500.775, Bid:,6,98,1,242,1,250,1,257,1,287,1,300,1,Ask:,5,312,2,313,1,358,1,395,1,463,1,
500.950, Bid:,6,98,1,242,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,358,1,395,1,401,1,463,1,
501.125, Bid:,6,119,1,242,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,358,1,395,1,401,1,463,1,
501.250, Bid:,6,119,1,242,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,395,1,401,1,463,1,
501.375, Bid:,6,48,1,119,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,395,1,401,1,463,1,
501.425, Bid:,6,48,1,119,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,401,1,442,1,463,1,
501.750, Bid:,6,48,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,401,1,442,1,463,1,
501.875, Bid:,6,126,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,401,1,442,1,463,1,
502.025, Bid:,6,126,1,250,1,257,1,268,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,401,1,442,1,463,1,
502.100, Bid:,6,126,1,250,1,257,1,268,1,287,1,300,1,Ask:,6,312,1,313,1,401,1,442,1,452,1,463,1,
502.175, Bid:,6,126,1,250,1,257,1,268,1,287,1,300,1,Ask:,6,312,1,313,1,401,1,442,1,463,1,480,1,
502.250, Bid:,6,126,1,250,1,257,1,268,1,287,1,300,1,Ask:,6,312,1,313,1,401,1,442,1,477,1,480,1,
502.275, Bid:,6,126,1,250,1,257,1,268,1,287,1,300,1,Ask:,6,312,1,313,1,401,1,442,1,444,1,480,1,
502.300, Bid:,6,85,1,126,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,401,1,442,1,444,1,480,1,
502.400, Bid:,6,85,1,126,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,442,1,444,1,461,1,480,1,
502.600, Bid:,6,85,1,126,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,442,1,461,1,480,1,
502.675, Bid:,6,85,1,126,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,362,1,461,1,480,1,
502.750, Bid:,6,85,1,126,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,362,1,461,1,481,1,
502.825, Bid:,6,85,1,126,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,461,1,481,1,495,1,
503.000, Bid:,6,85,1,126,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,402,1,461,1,495,1,
503.275, Bid:,6,85,1,126,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,461,1,475,1,495,1,
503.900, Bid:,6,36,1,85,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,461,1,475,1,495,1,
503.975, Bid:,6,36,1,85,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,344,1,461,1,475,1,
504.000, Bid:,6,36,1,217,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,344,1,461,1,475,1,
504.200, Bid:,6,36,1,217,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,344,1,369,1,461,1,
504.350, Bid:,6,217,1,250,1,257,1,260,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,344,1,369,1,461,1,
504.375, Bid:,6,68,1,217,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,344,1,369,1,461,1,
504.500, Bid:,6,68,1,217,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,369,1,433,1,461,1,
504.575, Bid:,6,68,1,79,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,369,1,433,1,461,1,
504.925, Bid:,6,28,1,79,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,369,1,433,1,461,1,
505.175, Bid:,6,28,1,79,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,369,1,433,1,487,1,
505.325, Bid:,6,28,1,79,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,369,1,418,1,433,1,
505.675, Bid:,6,28,1,81,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,369,1,418,1,433,1,
505.900, Bid:,6,28,1,81,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,399,1,418,1,433,1,
506.075, Bid:,6,28,1,81,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,399,1,433,1,459,1,
506.125, Bid:,6,28,1,81,1,250,1,257,1,287,1,300,1,Ask:,5,312,1,313,2,344,1,399,1,459,1,
506.200, Bid:,6,28,1,81,1,250,1,257,1,287,1,300,1,Ask:,5,312,1,313,2,344,1,399,1,451,1,
506.600, Bid:,6,21,1,28,1,250,1,257,1,287,1,300,1,Ask:,5,312,1,313,2,344,1,399,1,451,1,
506.700, Bid:,6,21,1,28,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,399,1,451,1,460,1,
507.025, Bid:,6,21,1,28,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,381,1,399,1,460,1,
507.275, Bid:,6,21,1,28,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,344,1,381,1,399,1,
507.625, Bid:,6,28,1,41,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,344,1,381,1,399,1,
507.650, Bid:,6,28,1,41,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,347,1,381,1,399,1,
507.700, Bid:,6,28,1,41,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,344,1,381,1,399,1,
508.000, Bid:,6,28,1,250,1,257,1,260,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,344,1,381,1,399,1,
508.075, Bid:,6,28,1,164,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,344,1,381,1,399,1,
508.525, Bid:,6,28,1,164,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,344,1,381,1,
508.675, Bid:,6,144,1,164,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,344,1,381,1,
508.725, Bid:,6,144,1,220,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,344,1,381,1,
508.875, Bid:,6,144,1,220,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,381,1,451,1,
508.900, Bid:,6,144,1,220,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,384,1,451,1,
509.350, Bid:,5,220,1,250,2,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,384,1,451,1,
509.475, Bid:,5,220,1,250,2,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,432,1,451,1,
509.750, Bid:,5,40,1,250,2,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,432,1,451,1,
509.800, Bid:,6,40,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,432,1,451,1,
509.875, Bid:,6,35,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,316,1,329,1,432,1,451,1,
509.900, Bid:,6,35,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,329,1,432,1,451,1,
509.975, Bid:,6,35,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,322,1,329,1,394,1,451,1,
510.000, Bid:,6,35,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,394,1,451,1,
510.050, Bid:,6,35,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,394,1,455,1,
510.125, Bid:,6,35,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,390,1,455,1,
510.250, Bid:,6,35,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,455,1,460,1,
510.375, Bid:,6,131,1,194,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,455,1,460,1,
510.575, Bid:,6,194,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,455,1,460,1,
510.700, Bid:,6,145,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,455,1,460,1,
510.850, Bid:,6,145,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,455,1,494,1,
510.950, Bid:,6,145,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,343,1,350,1,455,1,
511.175, Bid:,6,145,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,329,1,350,1,455,1,488,1,
511.400, Bid:,6,145,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,417,1,455,1,488,1,
511.475, Bid:,6,145,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,417,1,455,1,497,1,
511.600, Bid:,6,145,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,350,1,417,1,440,1,455,1,
511.700, Bid:,6,145,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,350,1,440,1,455,1,
511.850, Bid:,6,145,1,250,1,253,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,350,1,440,1,455,1,
511.975, Bid:,6,145,1,250,1,253,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,344,1,350,1,440,1,
512.000, Bid:,6,250,1,253,1,257,1,267,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,344,1,350,1,440,1,
512.175, Bid:,6,250,1,253,1,257,1,267,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,325,1,344,1,350,1,
512.425, Bid:,6,237,1,250,1,257,1,267,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,325,1,344,1,350,1,
512.575, Bid:,6,106,1,250,1,257,1,267,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,325,1,344,1,350,1,
512.850, Bid:,6,106,1,250,1,257,1,267,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,344,1,350,1,405,1,
512.875, Bid:,6,106,1,113,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,344,1,350,1,405,1,
513.175, Bid:,6,106,1,113,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,344,1,404,1,405,1,
513.800, Bid:,6,106,1,113,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,344,1,405,1,465,1,
514.275, Bid:,6,106,1,113,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,321,1,344,1,405,1,429,1,
514.425, Bid:,6,106,1,113,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,395,1,405,1,429,1,
514.450, Bid:,6,106,1,113,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,395,1,405,1,
514.675, Bid:,6,50,1,106,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,395,1,405,1,
514.775, Bid:,6,50,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,395,1,405,1,
514.950, Bid:,6,126,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,395,1,405,1,
515.100, Bid:,6,75,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,395,1,405,1,
515.500, Bid:,6,75,1,131,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,395,1,481,1,
515.725, Bid:,6,131,1,221,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,395,1,481,1,
515.825, Bid:,6,131,1,221,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,395,1,490,1,
516.000, Bid:,6,131,1,221,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,481,1,490,1,
516.175, Bid:,6,221,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,481,1,490,1,
516.200, Bid:,6,117,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,481,1,490,1,
516.250, Bid:,6,117,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,353,1,490,1,
516.675, Bid:,6,40,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,336,1,344,1,353,1,490,1,
516.750, Bid:,6,40,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,353,1,401,1,490,1,
516.950, Bid:,6,109,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,353,1,401,1,490,1,
517.025, Bid:,6,109,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,358,1,401,1,490,1,
517.050, Bid:,6,109,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,358,1,373,1,401,1,
517.075, Bid:,6,109,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,358,1,383,1,401,1,
517.100, Bid:,6,157,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,358,1,383,1,401,1,
517.300, Bid:,6,157,1,250,1,257,1,266,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,364,1,383,1,401,1,
518.225, Bid:,6,64,1,157,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,364,1,383,1,401,1,
518.250, Bid:,6,64,1,77,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,364,1,383,1,401,1,
518.325, Bid:,6,62,1,64,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,344,1,364,1,383,1,401,1,
518.650, Bid:,6,62,1,64,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,364,1,383,1,401,1,498,1,
518.725, Bid:,6,62,1,64,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,364,1,380,1,383,1,401,1,
518.975, Bid:,6,62,1,64,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,364,1,367,1,380,1,383,1,
519.325, Bid:,6,51,1,64,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,364,1,367,1,380,1,383,1,
519.400, Bid:,6,51,1,64,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,367,1,380,1,383,1,467,1,
519.425, Bid:,6,51,1,64,1,250,1,257,1,287,1,300,1,Ask:,6,312,1,313,1,380,1,383,1,444,1,467,1,
519.575, Bid:,6,51,1,64,1,250,1,257,1,287,1,300,1,Ask:,6,311,1,312,1,313,1,383,1,444,1,467,1,
519.600, Bid:,6,51,1,78,1,250,1,257,1,287,1,300,1,Ask:,6,311,1,312,1,313,1,383,1,444,1,467,1,
519.625, Bid:,6,51,1,78,1,250,1,257,1,287,1,300,1,Ask:,6,311,1,312,1,313,1,403,1,444,1,467,1,
519.650, Bid:,6,51,1,78,1,250,1,257,1,287,1,300,1,Ask:,6,311,1,312,1,313,1,403,1,418,1,444,1,
519.700, Bid:,6,51,1,78,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,312,1,403,1,418,1,444,1,
519.900, Bid:,6,51,1,78,1,250,1,257,1,287,1,300,1,Ask:,4,311,3,403,1,418,1,444,1,
519.925, Bid:,6,51,1,78,1,250,1,257,1,287,1,300,1,Ask:,4,311,3,384,1,403,1,444,1,
520.075, Bid:,6,51,1,78,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,384,1,403,1,429,1,444,1,
520.175, Bid:,6,51,1,105,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,384,1,403,1,429,1,444,1,
520.275, Bid:,6,51,1,105,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,403,1,429,1,444,1,
520.600, Bid:,6,51,1,105,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,429,1,444,1,495,1,
520.625, Bid:,6,51,1,105,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,328,1,429,1,495,1,
520.700, Bid:,6,51,1,105,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,318,1,429,1,495,1,
520.775, Bid:,6,51,1,105,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,318,1,397,1,495,1,
520.800, Bid:,6,29,1,51,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,318,1,397,1,495,1,
520.950, Bid:,6,29,1,51,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,318,1,319,1,495,1,
520.975, Bid:,6,51,1,120,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,318,1,319,1,495,1,
521.150, Bid:,6,51,1,120,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,317,1,318,1,324,1,495,1,
521.300, Bid:,6,51,1,120,1,250,1,257,1,287,1,300,1,Ask:,4,311,2,317,2,318,1,495,1,
521.350, Bid:,6,51,1,120,1,250,1,257,1,287,1,300,1,Ask:,4,311,2,317,2,456,1,495,1,
521.400, Bid:,6,51,1,120,1,250,1,257,1,287,1,300,1,Ask:,4,311,2,317,2,394,1,456,1,
521.525, Bid:,6,51,1,120,1,250,1,257,1,287,1,300,1,Ask:,4,311,2,317,2,394,1,419,1,
521.550, Bid:,6,51,1,120,1,250,1,257,1,287,1,300,1,Ask:,4,311,2,317,2,357,1,394,1,
521.625, Bid:,6,29,1,51,1,250,1,257,1,287,1,300,1,Ask:,4,311,2,317,2,357,1,394,1,
521.750, Bid:,6,29,1,250,1,257,1,277,1,287,1,300,1,Ask:,4,311,2,317,2,357,1,394,1,
521.850, Bid:,6,29,1,250,1,257,1,277,1,287,1,300,1,Ask:,4,311,2,317,2,355,1,394,1,
521.875, Bid:,6,29,1,250,1,257,1,277,1,287,1,300,1,Ask:,5,311,2,317,1,355,1,394,1,472,1,
522.500, Bid:,6,29,1,250,1,257,1,277,1,287,1,300,1,Ask:,5,311,2,317,1,338,1,355,1,394,1,
522.575, Bid:,6,29,1,250,1,257,1,277,1,287,1,300,1,Ask:,5,311,2,317,1,338,1,394,1,417,1,
522.725, Bid:,6,29,1,250,1,257,1,277,1,287,1,300,1,Ask:,5,311,2,317,1,338,1,361,1,394,1,
522.850, Bid:,6,29,1,250,1,257,1,286,1,287,1,300,1,Ask:,5,311,2,317,1,338,1,361,1,394,1,
523.000, Bid:,6,29,1,250,1,257,1,286,1,287,1,300,1,Ask:,5,311,2,317,1,338,1,394,1,493,1,
523.200, Bid:,6,29,1,250,1,257,1,286,1,287,1,300,1,Ask:,5,311,2,338,1,394,1,451,1,493,1,
523.325, Bid:,6,29,1,250,1,257,1,286,1,287,1,300,1,Ask:,5,311,2,338,1,392,1,394,1,451,1,
523.375, Bid:,6,29,1,250,1,257,1,286,1,287,1,300,1,Ask:,5,311,2,338,1,379,1,394,1,451,1,
523.525, Bid:,6,29,1,131,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,379,1,394,1,451,1,
523.825, Bid:,6,29,1,131,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,379,1,451,1,478,1,
524.575, Bid:,6,125,1,131,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,379,1,451,1,478,1,
524.775, Bid:,6,43,1,125,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,379,1,451,1,478,1,
524.800, Bid:,6,125,1,189,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,379,1,451,1,478,1,
524.875, Bid:,6,125,1,189,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,369,1,379,1,451,1,
525.000, Bid:,6,125,1,189,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,369,1,432,1,451,1,
525.050, Bid:,6,111,1,125,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,369,1,432,1,451,1,
525.175, Bid:,6,111,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,369,1,432,1,451,1,
525.375, Bid:,6,194,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,369,1,432,1,451,1,
525.650, Bid:,6,194,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,369,1,432,1,461,1,
525.750, Bid:,6,194,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,369,1,432,1,474,1,
525.800, Bid:,6,38,1,194,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,369,1,432,1,474,1,
526.200, Bid:,6,38,1,194,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,397,1,432,1,474,1,
526.225, Bid:,6,38,1,194,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,375,1,432,1,474,1,
526.450, Bid:,6,38,1,194,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,375,1,473,1,474,1,
526.475, Bid:,6,38,1,194,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,375,1,472,1,474,1,
527.400, Bid:,6,140,1,194,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,375,1,472,1,474,1,
527.425, Bid:,6,140,1,194,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,375,1,391,1,474,1,
527.625, Bid:,6,140,1,194,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,375,1,432,1,474,1,
527.775, Bid:,6,106,1,140,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,338,1,375,1,432,1,474,1,
528.000, Bid:,6,106,1,140,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,347,1,375,1,432,1,474,1,
528.050, Bid:,6,106,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,347,1,375,1,432,1,474,1,
528.100, Bid:,6,24,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,347,1,375,1,432,1,474,1,
528.200, Bid:,6,24,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,322,1,347,1,375,1,474,1,
528.325, Bid:,6,24,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,322,1,375,1,474,1,486,1,
528.775, Bid:,6,186,1,200,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,322,1,375,1,474,1,486,1,
528.825, Bid:,6,200,1,205,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,322,1,375,1,474,1,486,1,
528.850, Bid:,6,200,1,205,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,315,1,322,1,375,1,474,1,
529.025, Bid:,6,115,1,205,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,315,1,322,1,375,1,474,1,
529.175, Bid:,6,198,1,205,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,315,1,322,1,375,1,474,1,
529.225, Bid:,6,198,1,205,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,315,1,375,1,474,1,492,1,
529.275, Bid:,6,151,1,198,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,315,1,375,1,474,1,492,1,
529.325, Bid:,6,151,1,198,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,327,1,375,1,474,1,492,1,
529.375, Bid:,6,151,1,198,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,327,1,375,1,455,1,492,1,
529.700, Bid:,6,151,1,230,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,327,1,375,1,455,1,492,1,
529.900, Bid:,6,62,1,230,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,327,1,375,1,455,1,492,1,
529.925, Bid:,6,123,1,230,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,327,1,375,1,455,1,492,1,
529.975, Bid:,6,123,1,230,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,375,1,455,1,480,1,492,1,
530.150, Bid:,6,123,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,375,1,455,1,480,1,492,1,
530.225, Bid:,6,123,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,375,1,434,1,455,1,492,1,
530.400, Bid:,6,123,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,375,1,434,1,455,1,462,1,
530.700, Bid:,6,123,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,334,1,375,1,455,1,462,1,
530.825, Bid:,6,123,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,314,1,334,1,375,1,462,1,
530.925, Bid:,6,248,1,250,1,257,1,260,1,287,1,300,1,Ask:,5,311,2,314,1,334,1,375,1,462,1,
530.950, Bid:,6,248,1,250,1,257,1,260,1,287,1,300,1,Ask:,5,311,2,314,1,334,1,353,1,462,1,
531.050, Bid:,6,248,1,250,1,257,1,260,1,287,1,300,1,Ask:,4,311,2,334,1,353,2,462,1,
531.075, Bid:,6,73,1,248,1,250,1,257,1,287,1,300,1,Ask:,4,311,2,334,1,353,2,462,1,
531.300, Bid:,6,73,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,334,1,353,1,462,1,465,1,
531.350, Bid:,6,73,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,334,1,353,1,374,1,462,1,
531.375, Bid:,6,73,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,334,1,353,1,356,1,462,1,
531.550, Bid:,6,73,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,353,1,356,1,424,1,462,1,
531.675, Bid:,6,156,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,353,1,356,1,424,1,462,1,
531.850, Bid:,6,156,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,356,1,424,1,430,1,462,1,
532.075, Bid:,6,156,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,342,1,356,1,430,1,462,1,
532.550, Bid:,6,156,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,342,1,380,1,430,1,462,1,
532.625, Bid:,6,156,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,342,1,430,1,449,1,462,1,
532.650, Bid:,6,156,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,342,1,355,1,449,1,462,1,
532.775, Bid:,6,156,1,248,1,250,1,257,1,287,1,300,1,Ask:,5,311,2,355,1,445,1,449,1,462,1,
532.975, Bid:,6,248,1,250,1,257,1,266,1,287,1,300,1,Ask:,5,311,2,355,1,445,1,449,1,462,1,
533.050, Bid:,6,117,1,250,1,257,1,266,1,287,1,300,1,Ask:,5,311,2,355,1,445,1,449,1,462,1,
533.100, Bid:,6,117,1,250,1,257,1,266,1,287,1,300,1,Ask:,5,311,2,355,1,445,1,448,1,462,1,
533.200, Bid:,6,117,1,250,1,257,1,266,1,287,1,300,1,Ask:,5,311,2,355,1,445,1,448,1,461,1,
533.400, Bid:,6,117,1,250,1,257,1,266,1,287,1,300,1,Ask:,5,311,2,445,1,448,1,461,1,462,1,
